domain,label
dotrnews.blogspot.com,0
dormieddebcrucisulla.com,1
kvofstiyikfbttygo.net,1
rugkokxi.ru,1
ojyhgmylgascducmbgaxljsclb.com,1
dpjkbnoblesse.online,0
dehrydylscjvvcxkklnsl.net,1
rprirsoypnfuhwm.biz,1
potus-geeks.livejournal.com,0
peleisos.ru,1
cqxxrvblvuhtkfeq.eu,1
an7254a4qjmhu0afgdex3p1.ddns.net,1
iprshe.xyz,0
zoomreview.ir,0
limenwehed.com,1
oteyubxowxjh.org,1
temperatureideale.fr,0
blackmagicwitch.com,0
multmult.ru,0
mwaarchitects.com,0
hdkomcghdsvgntkp.eu,1
scambiofile.xyz,0
grand-trade.com,0
repziw4.de,0
alcmpn.com,0
qs6064ywu0io.net,1
izakvisioncenter.sk,0
americanaddictioncenters.org,0
teebeebox.com,0
gafsbcuiwcymao.info,1
bitalo.com,0
domownic.com,1
foropuros.com,0
creativechain.org,0
xgnbygnsthmyx.ru,1
amicamipsius.com,1
taketv.net,0
onguculd.com,1
myfast.site,0
klnumuqse.cc,1
rock945.com,0
wditogmfnxvtbtfey.su,1
1688ic.com,0
touch-slide.jp,0
moribs.net,0
ehjqliqkkoxayeusaog.de,1
ydskogmnivjqmkhqf.pw,1
omranpooya.com,0
w6868qwese0a.top,1
proficosmetics.ru,0
hooterscasinohotel.com,0
nanoscience.co.jp,0
olqvdtavpmweji.ru,1
1fuckfat.com,0
monip.fr,0
yudmmdq.net,1
benintimes.info,0
juxujtrqufep.org,1
kjfrxntowbffpnxr.eu,1
dgceiacljj.cx,1
onlinesurveyeveryday.com,0
xicvjmlhoxnzixjs.biz,1
thewatchobserver.fr,0
asig28uwewa8.net,1
henriette-waesche.de,0
ijtpptqbyfcfcfhvulw.com,1
ycqw28mkeom0.top,1
smm.org,0
rescue-davis.cm,1
college-scholarships.com,0
sosiiymisiyuqees.org,1
fobatuz.info,1
tv24.ch,0
ruhiweis.ru,1
cxkseyqyhwdo.com,1
damlakaraman.com.tr,0
koreayh.com,0
bqlqscpqwsh.dynserv.com,1
kyppgkodpsereccle.su,1
wv1l5250ytun7rqjsj721po.ddns.net,1
marketingentechnology.nl,0
osdefagwiri.com,1
nnccxklpthlt.com,1
lspjoozphsqekmm.com,1
askim.kommune.no,0
weaponsman.com,0
castellarpartners.com,0
dxgmvvtodclxcc.com,1
hanoicomputer.vn,0
mazoutaanbod.be,0
iulydooelfno.in,1
billingjapan.co.jp,0
thrudvangar.com,0
ocleeokfccnfolaa.eu,1
temperancesamuelson.net,1
vswtyxbyfmdbhkcj.eu,1
fcqsydvulvyvdfihw.cc,1
llibfhmklmxlymdjq.com,1
contractquamqudocetene.com,1
blanksusa.com,0
bibliotecalazzerini.prato.it,0
runofdu.com,1
koelsch-akademie.de,0
andy-wolf.com,0
addkmbdlnabfcbel.website,1
ehuxkphpmyenhwxax.tw,1
lckkhdehxmts.com,1
caldea.com,0
managerlenchanteur.org,0
swhpdxpqgrxftdgji.com,1
jeannetteabrahamson.net,1
esirukmov.ddns.net,1
doubler.simdif.com,0
msjhxakmggadetmn.kz,1
sivociferanturil.com,1
dominateyouryear.net,0
financepensionrealestate.work,0
cjcharles.com,0
edunewsng.com,0
uujirdbsfiagkxpq.eu,1
qwsoacwqxhmoeqjay.cc,1
predicatiodesperationis.com,1
endblackbodyinfluenceslice.com,1
womanspassions.ru,0
jeiquizz.com,0
matteomartinelli.net,0
usgwicmgwskoqqyu.org,1
shoesmark.com,0
theabroadguide.com,0
ar-jobs.co.uk,0
hellenicpolice.gr,0
clk0c41xel5vapi.ddns.net,1
svapolibero.it,0
cotton-by-renunakhon.com,0
jvbcaunyur.com,1
sitescoverage.ad,1
ihomineegenumplen.com,1
aeeiqowigmmegwga.org,1
nightready.net,1
applauseafrica.com,0
southlunchblockwaitsellabuse.com,1
jbyeeqocymfbab.jp,1
hcluflcssyfp.com,1
amas-maritime.com,0
myfitriblog.wordpress.com,0
whichmortgage.ca,0
raffyhijtlsgsi.org,1
xthedivide.org,0
crom2.net,0
mcgarrybowen.com,0
dhl-deliverit.com,0
hajjfoundation.org.eg,0
belloo.date,0
nysif.com,0
withmy.beer,0
kgoopwpvulqjol.com,1
pornxxxmobile.com,0
traphouselatino.com,0
mailtester.com,0
torrentfilmesbr.com,0
internetrecht-rostock.de,0
sennheiser.ads,0
eurovea.sk,0
pailletech.be,0
a2zlifestyles.com,0
kreciola.tv,0
gaomkaciw6sa.top,1
mlm-infos.com,0
allgdzonline.ru,0
baysidehotel.gr,0
wjcigqrori.com,1
relationships-military.ki,1
gifx.nl,1
qg68u0y4ecm4.top,1
examplebeingspaceclaimpersuade.com,1
orbitsistemas.com.br,0
efgaztklw.com,1
royalcheese.com,0
dkfdckbobofcocac.website,1
thebottomline.org.uk,0
dgpiefnrxjqhxmkeyku.com,1
iniemcmzk.com,1
theblacklightengineroom.wordpress.com,0
vumultan.com,0
aroos.co,0
prostojazzy.ru,0
o6ce86sqg282.net,1
aqqbmdafyn.jp,1
washdesire.mx,1
idforums.net,0
cfbmiebqissyorgrx.com,1
dcmnflcdlccafaoa.co,1
best-games4you.site,0
amazing-stories.tv,0
josephinecheyanne.net,1
salammag.com,0
mnumbhptcuyddsmdixghba.ru,1
qs2waoa4asus.org,1
ywjwvpylqndiqmsm.eu,1
parksmartsolutions.co.uk,0
wunjtplvxqqeppsf.eu,1
mikeoldfieldofficial.com,0
positiveparenting.com,0
hearttouchinglyrics.com,0
soulbounce.com,0
yobgdyadhnipgyeweh.com,1
3zxsvpb46docct8pqi.com,1
marutik.info,1
exdawxgu.dynserv.com,1
verifyid.co.za,0
flafodmacbbbmbfd.com,1
pdfjoin.com,0
tiefenbrunn.com,0
eksfnshqfgorapedu.com,1
csrdscqpsa.com,1
seengen.ch,0
sparkonto.org,0
intralcf.fr,0
instanceemployshelterdemand.com,1
gqueqaewcegyyymm.org,1
pspqyyuy8nqjkkm7fj.ru,1
web-mechanic.ru,0
nmhthxfbvgowjnue.eu,1
sbirsource.com,0
minoland.com,0
ciuecgeykoayywgo.org,1
mudominium.net,0
xfwz.com.ua,1
agitequremissionemlutp.com,1
anjoman-erfan.com,0
djouiogea.com,1
toolbar-cooperative.tel,1
cmffmemddbfedfok.info,1
xpqqpnfwwfiviuajyag.com,1
maxaxuk.info,1
consesp.com.br,0
niveaindia.com,0
1154porn.top,0
38f1d5m27ctixcb75v.cn,1
juobrwed7q6hkdypvy.cn,1
conpdepadel.com,0
be-collabo.jp,0
vitatheek.nl,0
wwgcgmeocwiywcii.org,1
zkoal.us,1
poloastucien.free.fr,0
hot-spot.top,0
mnwarbehuhwqhrwv.eu,1
toyotaofplano.com,0
jpsex-xxx.com,0
cfgetlwtoaq.cc,1
wvc6at7pcxcxctu.ddns.net,1
samolotemtaniej.pl,0
amongstgamers.com,0
usrumqqqvztrjqt.biz,1
rostovteatr.ru,0
bilgilerforumu.com,0
greatlittleminds.com,0
siutepafapraal.ddns.net,1
gfjbrqdnvxoc.com,1
statusreasonsockdealwarm.com,1
bojicum.info,1
insideworldfootball.com,0
spiegel.com,0
7jsbdulwa2ujhloeci.biz,1
quqearex.ru,1
virtually-florist.org,1
123netflix.online,0
gicsanse.ru,1
tchkcdn.com,0
olcommismagnum.com,1
vipiimvoe.ddns.net,1
qebelop.info,1
gaupc.com,0
mahdi-ramadan.blogspot.com,0
galupu.info,1
cgbezjewpo.com,1
ghhxnmnansnan.org,1
hagabion.se,0
bosch-stiftung.de,0
mupxeicu.ru,1
nrvpvuaq.com,1
clubdebale.ch,0
bottleholdpeakconcerntower.com,1
sadtohappyproject.com,0
zoosexfree.com,0
vipcosmet.ru,0
thewondernation.com,0
smartmarket.es,0
migovilr.ru,1
chkwxyxjpmtg.ru,1
kenare.ir,0
mvmygpkiyjqcifu.org,1
avancesenrespiratorio.com,0
kkskstcbjeem.info,1
oapikwdyqgajbmmy.com,1
helpwithfractions.com,0
visitharrogate.co.uk,0
productphotography.com,0
wttctmicaligeh.biz,1
vssxhkffxcoy.com,1
seenogiwineddei.ddns.net,1
ecclesiepecca.com,1
crewnetwork.org,0
kwprestige.com,0
capitalplastics.com,0
uocasadwgsyspeicb.net,1
ekxdufxllm.com,1
qiokiwmaul.ddns.net,1
fbigvcskc.com,1
mbbbdmnfdoadfoaf.com,1
yuoxzs.ec,1
thesmagnificamchristi.com,1
koreaneducentreinuk.org,0
qyliciunkjjpsr.org,1
parspardeh.com,0
etufjyyetlib.com,1
debbielachusa.com,0
visualsoldiers.com,0
keqrwcuymrdypdyhxngaonn.com,1
kffecfmmacneobfd.com,1
ewiwuvem.be,1
gbnrghtrajlvw.nf,1
abic.co.jp,0
missioncanyon.org,0
gucolsifeww.com,1
msujmrxacb.com,1
oknakomforta.ru,0
lomownic.com,1
visitamazingalaska.com,0
joyoaudio.com,0
ekatekyo.net,0
cordblood.com,0
xn--zck0ab2m.com,0
twitturk.com,0
nqoqqwfox.com,1
ajedrezdeataque.com,0
furnitarium.ru,0
lmc.co.ao,0
braileonline.com.br,0
henffaoe.com,1
npac-nso.org,0
3vpgf6hp47jb3i41bd.net,1
botentekoop.nl,0
kymaaukaqwaiokwg.org,1
weak-quiz.vn,1
100mian.com,0
nirullo.com,1
abpkagexehslrcq.com,1
qojfryqfrk.com,1
jhvugdmlxobhrxoiwmo.mx,1
asmwqsu8mwys.top,1
fitintelligatcontraeccl.com,1
jimhacking.com,0
dvglmnmntmtdsdved.com,1
voopti.com,0
omonaijablog.blogspot.com.ng,0
yaxbp.li,1
oqezeujtb18axk67nun60b18o51a27h24a37cvlr.biz,1
vdhnaebgmried.org,1
awesomeshayari.com,0
brmhnvkqoyuc.cm,1
darkhorn.com,0
disconetto.dk,0
qrwdox.net,1
artelis.pl,0
ramshircity.ir,0
egmbshqhpm.com,1
pxlme.me,0
sufferededen.eu,1
mciisiyssggusgeo.org,1
ussoosemqcscieoa.org,1
bernadetteanjelica.net,1
esj16d40nunqhwg53n20htntpvatp22k27kykr.com,1
weddingrings-direct.com,0
kookje.ac.kr,0
e2r.jp,0
superclubecolgate.com.br,0
tygodnikprzeglad.pl,0
witze.net,0
religionscope.biz,1
77ds.com,0
undertaleau.tumblr.com,0
lithiumion-batteries.com,0
flyidwin.tumblr.com,0
greenvisa.com.ua,0
s4ql6qpocoh7ez1iu2.cn,1
wvnews.com,0
wiganlatics.co.uk,0
amss.ac.cn,0
i4aw2cykmc60.top,1
foamiran.com,0
ugjywfellfju.co.uk,1
sdkzkvcd.top,1
foqitoh.info,1
vyatka-grad.ru,0
tourbooking.tk,0
eroru.net,0
climastar.es,0
allied-media.com,0
seaheartgroup.com,0
28tui.com,0
metrodaily.hk,0
nuokonxxcu.com,1
townshendhockey.com,0
ixekrihagimau.ddns.net,1
yofrmddmfiij.com,1
superfiestaweb.com,0
hawaiianbeachrentals.com,0
kemyjor.info,1
shinerdistribution.com,0
mctipdmsqseghl.com,1
edfuvobeqemn.com,1
vocabic.info,1
sima-minsk.by,0
mckgayoaqwcasgak.org,1
cummpprqdhrcpbic.eu,1
rkisllp.dynserv.com,1
arani.co,0
dafgicpi.ru,1
dgnwndnulcvsdbcom.in,1
mohammadinanloo.ir,0
lunatheater-schwabach.de,0
gntours.com,0
lh67pi266a7h32xtbk.cn,1
sauditourism.sa,0
optic2000.com,0
ogiwsowouecwioyo.org,1
kovubaf.com,0
qxaxo6ytgxkbu2o.ddns.net,1
gaqyp.eu,1
spfb.org,0
dwnkfqalohwzze.com,1
obqopkdsholapet.com,1
fresh-models.tumblr.com,0
unitek-it.com,0
galahotels.com,0
fx-ir.com,0
musicabella.jp,0
ciayekqusueagyku.org,1
huielaw.com,0
realindiangfs.com,0
toysmile.com,0
frqbbmhysvynxeln.eu,1
rycoquqawyw.eu,1
pc-tablet.co.in,0
obcdjvmfpsverll.ru,1
lifagnicis.com,1
bankingtruths.com,0
plasticbags.sa.com,0
atdscml.sk,1
edilkamin.com,0
ruzomberok.sk,0
clickownaccountshowwellfloor.com,1
ck1dg4lw3h21barjxz.net,1
dasatu.ru,0
guidicar.it,0
mshdiau.ac.ir,0
trtkt291.com,0
economy.ae,0
ckthjrlhodruqibv.eu,1
xmambdaytivtt.biz,1
hit.com.au,0
123consommables.com,0
gczzjjpfi.dyndns.org,1
jddgizx.yi.org,1
dafegnicosd.com,1
gsrz.com.co,1
ftugbhxqnnguqnkb.eu,1
nanfang-pump.com,0
8i61d3atvxefesaa2k.biz,1
pqeymdkufc.com,1
allbestmovies.ru,0
nconcionatorescompuquas.com,1
ywgmyeosaekuccoo.org,1
educheck.de,0
bekiapareja.com,0
realismoalapis.com.br,0
memberportal.online,0
clnf.org,0
sniperfx.ru,0
nootroo.com,0
rosminzdrav.ru,0
lcrack.com,0
marionlatex.com,0
nvsilverflume.gov,0
siojan.ir,0
kvvgbaxwsnbdajbtsjfrxzpso.biz,1
tastebuds.fm,0
actionjacketbecomefileweigh.com,1
cibi.org,0
instantel.com,0
zechariahburgundy.net,1
muan.co,0
gmuseausukwkscqc.org,1
lathatso.ru,1
iahp.org,0
bucks.ac.uk,0
prop2go.com,0
damadesalto15.blogspot.com.br,0
ijejutoday.com,0
jacofer.com.ar,0
cuugisfe.ddns.net,1
mathalicious.com,0
khtlff.mooo.com,1
heathercrowder.com,0
apelearn.com,0
whichhouse.net,1
glm2uwilqkkg13qhdw.net,1
domp4.com,0
mediumpimpin.com,0
ermintrudeernestine.net,1
lufigwir.com,1
doedblkfadbnlkdf.online,1
bddfeakolemfnoln.com,1
neopetsfreestuff.com,0
brahminmatrimony.com,0
uoooemsgcqwmiewy.org,1
seeitfree.org,0
heaven-club.com,0
dainikplus.com,0
kknbbeoemebdooac.online,1
kwljcasktpg.com,1
aajlfpophlz.net,1
papermodelers.com,0
bnmwtrjn.com,1
hui25huo31pwcsi65ero61owk67nulznvd10nx.net,1
ceiiuuksgoykyoog.org,1
spb-teplypol.ru,0
egwaloegdaeh.ddns.net,1
afrikaspezialist.com,0
upforit.com,0
askanythingchat.com,0
okrgujmfnvbf.com,1
iphiderpro.com,0
apcja4odmfgry4q4k2u0mte.ddns.net,1
cihuahergoteeni.ddns.net,1
dicendoquiintraresuper.com,1
52yese.cz.cc,0
vitodata.ch,0
rimpqxcxysjr.com,1
visionexpress.pl,0
caresole.com,0
aemvlwpxxfca5gvl6t.ru,1
cultureark.com,0
hkcert.org,0
sofaexpo.com,0
charlestonwrapstore.com,0
barilife.com,0
kaffeetechnik-shop.de,0
xienqaqeaq.ddns.net,1
increaseeearly.net,1
eduwcbiifota.com,1
aimbvmwceer.com,1
spinoza.it,0
getfreecv.com,0
theartofbooks.com,0
scandal-taboo.xyz,0
dulvmyare41ctf32braxjscuksfqhweua17.info,1
fx73it1pess6asequt.cn,1
mymoguywuwueaosk.org,1
pufobulowyr.eu,1
coavalladolid.com,0
glassbottom.net,1
deskeco.com,0
lkglmgaynpixwcfqi.tw,1
ddafcbfdacbaaaab.org,1
o51ftp62gro61bugvh34nrgtcxawgtexfvd50.net,1
reviewlagu.com,0
bcfmlndbbbeonmlf.cc,1
dsescikgyixvycfibrg.com,1
beniarayan.kim,0
78ro6eazeweoy7ilzy.net,1
bifkudtmvimkprkey.cc,1
10-apps.com,0
midihgamsa.com,1
ca06sugawq0y.org,1
impiovquestumconcordia.com,1
xyiedfutouqi.com,1
bymfjmim.com,1
udsatun.com,1
forosh8.blogfa.com,0
poleculture.net,0
usuautemomministerio.com,1
serviceothers.com,1
mykgmmieoiksewao.org,1
limona.net,0
eouqpwniza.com,1
runail.ru,0
thekitchenadvisor.com,0
jtwijjocnl.com,1
musicov.me,0
towngroundshootstaffinsist.com,1
raqbqvjotrmhrmp.info,1
ysskcwiugkeq.info,1
anaeeklakbcflfak.website,1
pragentemiuda.org,0
chatbazaar.com,0
kirchberg-pielach.at,0
hahoreh.info,1
norcalscans.org,0
jewamaj.info,1
yourtgirls.com,0
coeurdepirate.com,0
sm5khb4cv38ooxmk6r.com,1
oehsmrifbkhwyahh.eu,1
cocorrina.com,0
udvskbohq.com,1
sakingdom.com,0
stonegatemonograms.com,0
radiopalermocentrale.it,0
eilkkueoya.biz,1
qga86cqsuke4.net,1
elsvk4kr7tgdole.ddns.net,1
313arif.wordpress.com,0
byggvesta.se,0
zutkhv.net,1
rainsizerepairtreewonder.com,1
toprealvideos.com,0
qjrmjdhlpubis.com,1
steelfitusa.com,0
irontoyz.com,0
yfsd2v4taro9.net,1
easports.com,0
cabinetmodern.com,0
mortech.co.id,0
bobdocfnkaecfafl.com,1
vfmqnhdcoednyowt.eu,1
vyxyrlwsctth.ru,1
imimatome.com,0
sonnyfloorservices.com,0
mediaindonesia.com,0
superingresso.com.br,0
whatboyswant.com,0
fcknbcenbfcamnnn.eu,1
giwswhmkcidskyhf.eu,1
forgetplease.net,1
marriagerequiremarchshow.com,1
vihgqrolpdnn.com,1
mycwcmyyqqmwycsc.org,1
captandersonsmarina.com,0
modareb.info,0
ordinariovenie.com,1
68mwm42gi0iw.org,1
ruypothxsvhqdy.biz,1
x67ct2zglyjk.net,1
dauuxmwatosliguj.eu,1
swcs.jp,0
anime-lunla.com,0
5ju8wfcdm632e8ilg6ade0k.ddns.net,1
topgolf.com,0
thecassions.com,0
anfneeabaodnbnob.online,1
causamepaveroscil.com,1
n75hbk7tfgmi427b6x.com,1
mgtyhyeoya.info,1
peohpwogwhcjce.tj,1
dfwga.com,0
rakacreative.com,0
greenflamingo-deutschland.com,0
gingerrunnerstore.com,0
saosihiobgxcxmui.eu,1
usweksiekocaowcg.org,1
changathi.com,0
vwhvdyz.cc,1
tspmjkjprseqlzovuslyhbiin.info,1
getrave.com,0
btnizjuc.ms,1
068a0uw2si4u.top,1
heliosinvestment.com,0
amaflefbdfkckkfm.com,1
rckuxcgoqgsbsr.com,1
s238310384.onlinehome.us,0
gratuitcode.fr,0
webauto.de,0
vrnixstxftvpfo.com,1
dvorak.org,0
bonfire.com,0
vogonlabs.ca,0
hhighkqqoxiagnpqnrg.com,1
vmkgyhaxxi.com,1
internetdevels.com,0
cpitmmcvmqvpcil.com,1
cotoyapindia.com,0
qadinlar.biz,0
barswift.com,0
nrfisioterapia.it,0
chansn.com,0
partnersinhealthgloucester.nhs.uk,0
vonycaf.com,1
maximiliancristiansen.net,1
syoqoyk202gi.net,1
dailymoviez.xyz,0
bluegrassfromtheforest.com,0
com-desktop-alert.online,0
exnexkxp.yi.org,1
rlcuscwtfeuq.co.uk,1
khara.co.jp,0
oregonctf.org,0
qlepjuhncxldssrw.eu,1
srchmgrb.com,0
qjokrdooycqd.net,1
80s.ai,0
gzgqnrsmtu.com,1
dom-otwarty.pl,0
abuhemioyunwvmcd.eu,1
hkfhexwgtgld.space,1
xqhpwditffz.dynserv.com,1
rkuqqbkibcjotpuge.me,1
authenticwatches.com,0
news-original.ru,0
letsjumpmobi.com,0
necroiptv.com,0
playsms.org,0
geile-porno-tube.com,0
irritantis.info,0
osxonijybqh.net,1
sourdough.co.uk,0
theafricancourier.de,0
questionpapersonline.com,0
christopherarabella.net,1
savingforcollege.com,0
virtustream.com,0
manitoucloud.com,0
canxoxeo.ru,1
myjianzhu.com,0
xerykcbtcpts.com,1
nisupcaf.ru,1
rsyekpkofk.com,1
carbonflows.com,0
minemen.club,0
thechimeramagazine.com,0
clarkcountycourts.us,0
tatosha.ru,0
wihudleting.com,1
ctwvcl5da8i4gp3xiteti4a.ddns.net,1
jwmfmpdcvpjqtqsl.eu,1
bsjzprkudw.com,1
bibliotecagambalunga.it,0
junoxwodcvjg.biz,1
ocofxvjrfv.dynserv.com,1
olerwahofomaaq.ddns.net,1
katapultnetwork.com,0
skawqwqocmeuigow.org,1
ddbmmfnmldbmefdl.info,1
medinexus.com.au,0
mindweighgatherbringhear.com,1
artmoney.club,0
captchme.net,0
ms-industrie.de,0
suiteonestudio.com,0
indiatravelspot.com,0
emcucaeuuwkiiwyc.org,1
sorotkzhbl.dynserv.com,1
damagerequestbraingrablift.com,1
jourpipe.com,0
4j2jh84l2t2b5qgddu.net,1
fooline.net,0
eperto.com,0
duke.edu,0
pornanyway.com,0
olimhooperreddeiiquo.com,1
saluteopinioni.it,0
cumunestdonecomfacereeq.com,1
pnuiifjbrsqh.com,1
fishingstudio.com,0
ivf-infertility.com,0
gyhhcvsocdswdsgqf.cc,1
jeaseoso.ru,1
ldvqjrjpdffrsqkig.com,1
moyaspina.com,0
holycowvegan.net,0
jakepop.blogspot.com.br,0
gmkegwugiqeyuiyo.org,1
dixemib.info,1
oggucissote.com,1
wzfffmieu.com.ar,1
qksuqosswokscieo.org,1
gebytylldhamyxa.info,1
yourcharlottehome.com,0
dukemeds.com,0
patternseparatetellrushslice.com,1
seogan.ru,0
powerqa.org,0
boy-seduce-mom.com,0
njxtpvampbwwlxhgqe.cc,1
malayalamsexstories.co,0
chasemeladies.blogspot.com,0
oggceagmucwowkcc.org,1
lozmoqju.ru,1
petrusqumultominus.com,1
smartkarma.com,0
aptonomy.com,0
citynationalcm.com,0
5nk85vyveluh3dk.ddns.net,1
thomala.com,0
rdrsscvjw.su,1
cuidasdeti.com,0
slavdpu.dn.ua,0
ymunmmpscbih.xyz,1
lnpxtzffvq.com,1
onemillioneurowebsite.com,0
flash98.ir,0
kinozerkalo.net,0
culioneros.info,0
fingerfoodelimo.com,0
ccnet.com.tw,0
parssk.com,0
coates12.tumblr.com,0
gatonibapyr.eu,1
webmanga.info,0
eastlakegolfclub.com.au,0
5hctglktidmtwtk0ghu.ddns.net,1
saek.gr,0
afomdbdmdnnbnabc.com,1
voqesovixainwat.ddns.net,1
relationaveragediscoverreplace.com,1
lohnspiegel.de,0
dailyashleighraichu.tumblr.com,0
bataddgloveangledisappointed.com,1
20ia.com,0
h14bvmsatkrhtm29dxdxf52iuk27mwb58pze51.ru,1
kycoeimcsmwkoqoy.org,1
qurtteleo.com,0
allproject.net,0
mcfintalio.com,0
woonopmaat.nl,0
ret-raad.dk,0
dhfxasc6cdnjnh43yl.com,1
edlerzwirn.com,0
opfulminatdevotam.com,1
myk27a57bviqbybzdydzh24dtdwn40m39pql48.net,1
lucycarpediem.blogspot.com.es,0
gorillamachining-com.3dcartstores.com,0
dabdbbdkfanfdalb.eu,1
3hfcmsi2fae51syidm.com,1
lchsspartans.net,0
galudus.info,1
memorabletv.com,0
movgkvsmlvlmwwj.com,1
likemethod.com,0
gcsitl.live,0
pwmpbqaajxosrvrqd.cc,1
weatherspace.net,1
forcespitediscountlunchresist.com,1
c37moca1um8wrfyjsm.cn,1
moickoboofenali.ddns.net,1
kirsicma.ru,1
matematik.kz,0
kxxyactupsmtuaii.eu,1
vxvmddsdnhulnp.net,1
hostespapeconstprobatum.com,1
islandfolklore.com,0
nital.it,0
barefeetinthekitchen.com,0
cnfplna.tv,1
lkkricsdyfbe.com,1
lao4g.com,0
solving-helpful.tf,1
runettest.ru,0
hotlive.eu,0
delitime.com,0
thenfine.net,1
bbmmdloldefeaffc.eu,1
sepermuta.es,0
ewu8iwycq8us.net,1
total-apps.net,0
wtc-conference.com,0
gsmpers.com,0
dokbuxok.ru,1
real-porn-videos.com,0
fobdism.de,1
decron.com,0
sgpbabiyqqjautrx.com,1
mjfscpmpgtbmvkpt.eu,1
awissg.dyndns.org,1
yfvnawnvuib.com,1
ogkqkycsqckosqck.org,1
topbuzz.in,0
latin4s.com,0
yxdzqb.com,0
oprukoxageo.ddns.net,1
mirputeshestvij.ru,0
sourcebalancestringreference.com,1
tebiran.net,0
tonguestun.com,0
cookiescript.info,0
belbazaar.pl,0
axfmlhwdmcbt.net,1
onlinebookz.ru,0
salesdialers.com,0
bitcoiners24.online,0
svneascvmk.mooo.com,1
ilcgcsdsholapet.com,1
1min30.com,0
eclogic.se,0
ywfffevekkudirfoj.su,1
tape-pushed.com,1
giquwevu.com,1
gaybestiality.net,0
pergunteaumamulher.com,0
vofubimipeg.eu,1
filtcgil.it,0
bclaaodbcffeodmm.com,1
tinper.org,0
qxaedyjpnrxfpsspc.com,1
prophet-elias.com,0
gmyykgakkciqmcwe.org,1
rhcfbhxwyh.com,1
4technique.it,0
ilijrwcppewp.biz,1
flnvlcoppfyuqxrp.eu,1
egenumverbumcarniscontra.com,1
ljdyrjyyalhpgqsl.eu,1
hbryxsbjvedt.xyz,1
osabg.it,0
pro-techsuspension.com,0
sourpatch.com,0
felbwfohdgkc.ru,1
rqrxwdttatvvvle.ac,1
1degreeworld.com,0
africaweather.com,0
guidestone.org,0
dokuwa-communications.com,0
buybag.com.ua,0
vargabar.com,0
raccontidifata.com,0
weygbqyxfw.com,1
etqja.hn,1
aubg.edu,0
hgubujdad.com,1
colinhay.com,0
kraeuter-buch.de,0
itshopmall.com,0
hometownbuffet.com,0
ywznusiym.com,1
iivqurfuueed.com,1
ecovicentino.it,0
nastroika.pro,0
sourcedcuisine.com,0
gmurkvc.co.vi,1
osteodoc.ru,0
pictureicon.com,0
xbevgeesd.com,1
templateparasites.com,0
throwsincomplete.yt,1
1ruvwjy4u850385.ddns.net,1
lite14.us,0
quickhers.net,1
slut-fans.sh,1
mcusysqscaaqmesy.org,1
striveme.com,0
gameniko.ir,0
batterygiant.com,0
akkuteam.de,0
safegwoh.com,1
magicformulainvesting.com,0
m8mndfhacnwh26tdbc.ru,1
avhate.com,0
optima-md.com,0
milliman.com,0
lapetiteboucheebrasserie.co.uk,0
qv7pqrgbsh7xu47ho0ir1ni.ddns.net,1
keboola.com,0
qcilodkxufblsufdk.net,1
lufoqupd.ru,1
amazoncognito.com,0
htjpoglyfykwp.org,1
juansopale.es,0
cmntkprg.cc,1
naplesarea.com,0
mnbfaefccafbceob.com,1
weecomments.com,0
kkwneyeoya.info,1
homeit.pt,0
iuscommunity.org,0
hexar.io,0
epub5.com,0
milkenjoy.net,1
immutables.github.io,0
mapcom.com,0
ros-kit.ru,0
relyingncaa.eu,1
healthshop.in.th,0
yeat.sk,1
capdale.com,0
m59j56i65aui35k57pvlwgqarf52h24nqh24axnr.net,1
suphatfo.ru,1
autoliv.com,0
toqwerug.ru,1
gentlebicycle.net,1
cambiarcontrasena.com,0
shgrgksgxuvhilt.org,1
pchpgdreho.com,1
datingagency.com,0
bdwwyqryxhhq.ru,1
rebuildageddomains.com,0
odolimtiux.ddns.net,1
yd1jyhu85l5be8k.ddns.net,1
ylyds.com,0
jgjdqhsqtwnryb.pw,1
fastforwardacademy.com,0
coinrebates.com,0
jtromgn.com,1
jnauhinmnhucnyerm.net,1
imeevstuvelo.pw,1
bycuobafnqrlsl.com,1
ru-news.ru,0
jam-community.com,0
lypdhedj.su,1
saltspenddumpdeterminecream.com,1
rxwgzdmbkbqgtgkrscpvmftlbqh.ru,1
cqsqcekm02oi.top,1
nqlxpudllsmprul.info,1
ywigfcuiwcymao.net,1
toutech.tokyo,0
lttyxrvdhtggdyuct.cc,1
ombiabokceogi.ddns.net,1
qse460mwiwu4.net,1
uxahm2yp7xalk67rqpy.ddns.net,1
rjjrmxndjqqkqxwn.eu,1
nuitduhack.com,0
linkdobrasil.com.br,0
shyguy9.tumblr.com,0
novissimisvenie.com,1
saenukut.ddns.net,1
kafapresse.com,0
mujiqict.ru,1
k45v1bm0qv54cb36e6sr1fy.ddns.net,1
happ-e.fr,0
naiofgwwfcz.net,1
islamicmedicine.org,0
narkosi.com,0
weareart.ru,0
lakefrontbrewery.com,0
fpeitalia.com,0
planetmine.org,0
hwbwymu.cl,1
vpxdhbbxevm.su,1
spotallow.net,1
bozneoxu.ru,1
geredeaktuel.com,0
nazycie.pl,0
state-dozen.net,1
cbjhziizw.dynserv.com,1
ros-obrazovanie.ru,0
cac1lr7a7431sgffn3.net,1
gardengoodsdirect.com,0
ntsp.com,0
micropower.com.br,0
qr7x10o8klmv7tur5v5.ddns.net,1
